,Control,Group1,Group2,Group3,Group4,Group5,Gender
0,-0.3123284815435444,,0.6147564945732432,,2.8535767591561467,0.5019122349476599,Male
1,0.3392847060461844,-1.5284734588258844,-1.5161374742545806,2.5111731418339542,3.225571285254029,,Male
2,-0.15590853388271336,-0.594467980004639,0.9623917158782808,0.18607863781146206,3.382780837182781,-0.39247352424937043,Male
3,-0.5017896732977485,0.06633037374591885,1.4838018941240148,,3.2676865896740432,-4.981673434864071,Male
4,,,1.3756810727798072,0.763668627623812,,-2.843348830875202,Male
5,-1.7636052568042102,-0.6213686084626827,2.225129534333532,0.9443622252813451,3.1615616008888097,-0.048963395108534535,Male
6,-1.0958620439447126,-0.8889477990610924,0.22679231442315834,1.3298742705241007,2.314044581990469,,Male
7,-1.0877657414779511,0.4989098555426746,-0.023610733847123977,0.7152195749984402,2.61522832038631,-2.6626361579747027,Male
8,,,0.4871656495971684,-0.015415918781876536,,-0.14513724709763864,Male
9,,0.1187435637649138,-0.09929254796270781,-0.3249356783956647,3.9689934696842,-0.3094200479904521,Male
10,,-0.7568631355331094,2.5097476020585674,1.1264284894594219,4.025836232567709,-0.4503746647801433,Male
11,0.35519677301463215,0.4933669087719109,1.4908008551755787,0.7374136228935636,2.82424651954706,-1.8384043611346492,Male
12,0.6895177232276195,-0.8394043132262593,-1.4803217347509046,0.8955905332393146,3.000593772761317,-2.3457958789042,Male
13,0.41058967536886726,-1.015021854128405,0.20044126370228282,-0.7807005482183216,3.673134406635757,-2.4313526019722325,Male
14,-0.5649784373634442,-0.3425196849798117,0.8783302184095994,-0.6737860873745596,2.9258025384106063,-3.1741324542293587,Male
15,,1.8844640083635815,-1.4367916825563742,1.6664902661220298,,-0.5824804898542921,Male
16,-0.16293630521113156,-0.2709129093815278,1.6533671404322938,0.9028385978534677,1.9693917803018015,-1.0750958582211898,Male
17,1.6002145024329846,-1.451719338499851,-0.134957442522129,0.8582094969448124,3.6183474282558485,1.6637231102709968,Male
18,0.6816272043433873,-1.0801589611128464,-0.7537392961752609,2.3880176476442507,2.651150619399956,0.7860451265379955,Male
19,0.014880101330657022,2.565076562714212,,0.030646668441183078,3.099357356801539,-0.30949828475820074,Male
20,-0.08777963219834264,,-0.643803699030433,0.9223358574972418,2.6536341487025656,-1.286563657092508,Female
21,-0.9821178403299401,-0.08940039204866253,1.3697596970310175,-0.24355603605460935,2.110770295253989,-6.419946797411085,Female
22,0.12169047854015448,0.27634147214148064,0.8298243800661366,-0.8469808737970175,1.9674191568265742,0.9033300756527567,Female
23,-1.137437286094913,1.6122611859606084,-0.10815599965092793,-0.7010314510003945,,1.2646583265481541,Female
24,0.3490025779069698,0.7159647567147126,-0.46786947735421125,1.204490331677513,2.398015038776824,-1.4134815226525717,Female
25,-1.8585131607202074,0.6586322628797188,0.4697583628953806,-0.21277370697108172,3.5571298077654907,-1.2209483402998498,Female
26,-1.1671818859873053,0.21074116345860033,-0.8740696338317808,-1.0294613998263746,,-1.1852424478662207,Female
27,1.4248968298312148,-0.5644434977129366,0.498481458043034,0.5510648006163207,3.678310012677938,1.6442738602976679,Female
28,1.4965653623652047,0.14018591227277455,-0.41673243108307234,1.2158256182535117,2.8795677264432413,-0.7811796688977977,Female
29,1.2899320556873286,,0.6883865969739781,1.6917307074172487,3.276067301928918,-4.512161743599193,Female
30,-1.8117452671855132,-1.4048275589167518,1.3160323688739717,2.784672388853516,1.6892274019753621,-2.50463102822816,Female
31,-1.4983072098218022,,0.19990535471595974,1.4488721505132192,1.7296184663044063,-2.8769027804259792,Female
32,-1.4501432179372375,1.2735434690626177,0.44234690969342544,-0.4982433650455094,3.6830821605386665,0.5851276127673326,Female
33,-1.6939069613868971,1.0797478580381665,0.6390816406146514,0.3884349272483634,3.3202129050998304,2.500079197748668,Female
34,,0.6484023552050495,1.306695900158911,,3.427390640498482,-2.5886476974582298,Female
35,,0.5564201421888277,1.208114446602043,-0.23257417712166145,2.960017003407127,-3.7407949092600483,Female
36,,,0.9062736932944253,0.9985881017014213,2.6369748137867846,-0.10440250412740115,Female
37,-0.49025261684894894,-1.0788453833102853,0.8037729480579762,1.3624644768347776,2.4400563333068317,-3.6356322260451797,Female
38,-0.7932094216936223,,-0.8268824786265747,-1.4304510625432176,3.79980448804554,,Female
39,2.0488987633416875,-0.7032400769369302,-1.6975041865201452,0.43964027211593454,2.7516537254794997,-2.931187257315006,Female
