,Control,Group1,Group2,Group3,Group4,Group5,Gender
0,1.690525703800356,,0.5729896162987211,,3.570674115925707,-0.834203417158764,Male
1,-0.4659373705408328,1.0912827332721105,0.2823369923363114,,0.5796401982755497,,Male
2,0.0328201636785844,-1.9469703090225463,-0.544185241477904,-1.6512626074436032,0.287972981826503,-0.915017242756706,Male
3,0.40751628299650783,-1.3863495322369392,0.5589983048407159,,-2.898824691235,-1.5961619517261427,Male
4,,,0.1935195973785921,0.5154736585581454,,-0.7359994740925185,Male
5,0.00206557290594813,2.4098343033415413,0.0907456987096063,-0.8259478760512319,0.5303290482073799,-1.5379686596920965,Male
6,-0.0008903858579313628,1.7278361685799193,-0.9454501172091618,0.15964927035978452,0.21146904874294348,,Male
7,-1.7547243063454208,2.204556284556135,0.08100908036476373,0.0026862103826344325,1.4634572456621213,-1.0421436236516148,Male
8,1.0176580056634932,0.794827639348401,0.3312004830838374,-0.10157088439830177,,-1.2828728240351768,Male
9,,0.9764210964009404,,-0.2804625259252763,-0.5658124414521508,0.006664070097913921,Male
10,-0.6254289739667597,-1.183427147333015,1.2077721418333418,0.32716387462126295,-0.3022533971707104,-1.2095559540747967,Male
11,-0.17154826119572117,1.9163636105354793,2.311998366871687,1.097175058479877,0.30095032077951855,-0.8343887916876593,Male
12,0.5052993741967516,-1.1233268005511385,,-1.0709279858490983,2.0134291680640626,-0.6158325108019315,Male
13,-0.261356415191647,-0.6640354695841054,1.2793847234383984,0.922411762650369,1.8246239053389268,,Male
14,-0.2427490786725466,-0.3783585703685589,2.394696824704747,0.12276781479232468,-0.9183918748732378,-0.529461382302963,Male
15,,-0.7916152714963363,1.0026500910854028,,,-1.0428173869952795,Male
16,0.5545803118918878,0.8595481091803732,2.114610687074597,-1.2424645271633792,2.0827195265804987,-0.6450811102991018,Male
17,0.12388090528703843,-0.23078899548558499,-0.32884010983017853,,3.313790095972382,-1.3203402123284942,Male
18,0.2744599237599636,-0.06566102810479214,0.43475605120850486,1.3786746865042472,0.9543378152698984,-1.3608830940597372,Male
19,-1.5265245318698402,-0.20863623473215612,,-1.185667201117611,-0.004266365605352984,,Male
20,1.6506996911864755,1.3468685701140497,1.2471522290186956,-2.083590595990242,2.609934135547954,-0.8240777895458262,Female
21,0.15433553545635803,-0.6069527973571234,0.6038391785532087,-1.8492346112312423,0.5451036089080206,-0.9513299972632264,Female
22,-0.3871399432863881,-0.17424821364463233,1.4900269578839915,0.160207848668216,2.066430822597023,-0.7753928427941801,Female
23,2.029072220761112,0.4240514210317228,0.9523905280267514,,,-0.8151531228314141,Female
24,-0.04538602986064609,-1.645990104823762,1.0882485488244176,1.0178289380770884,1.9258484100265938,-1.4046399905126699,Female
25,-1.4506786991465748,-0.48354094996529023,0.21664160324040654,1.5667598979754926,,-1.7758438057565185,Female
26,-0.4052278554276867,0.5354682500157621,0.7806580628137311,-0.006713099497091382,,,Female
27,-2.2883151019717225,1.1661404863737168,0.9002921375549546,1.2921340617612402,0.05579041866103651,-1.6267839264661907,Female
28,1.0493965493432547,0.16168310874508016,0.07365629510701649,-0.3771103032981158,,-1.7776670849555223,Female
29,-0.41647431852001854,-0.6728339270735492,-1.5198957119539573,0.5073418695273041,0.15662286382292812,-1.2269450876351797,Female
30,-0.7425535252045677,1.4425241316834048,0.4892933209649791,-0.3731795040059036,0.699687953336289,-1.1852225265894072,Female
31,1.0724701315754954,-0.22148061093182422,,-0.655171329437814,,-1.0137440632886452,Female
32,-1.6510755894058389,0.03126431368614653,-2.1002289425854297,0.026845980427616184,0.7270190503340221,-0.9246440902297081,Female
33,0.535429356326091,0.18192958803010384,-0.34139821900023615,-0.5820043302596721,0.4408342818866883,-1.1347299893689742,Female
34,-2.0644148031211755,-0.06292872986579556,0.3445667043419317,,1.130745025074866,-1.0890014577909843,Female
35,,-0.5415684599869273,0.8411964385475291,0.0891509639007578,1.0935600607881684,-0.9743228172034111,Female
36,-1.2042198455997326,,1.7023423183631936,,1.435456729528799,-1.3495516728701031,Female
37,1.461975627213524,-1.1645911721234772,1.6142785090504714,-0.443494652417866,3.0612521846292333,-1.2502293414415548,Female
38,1.7661608779293339,-0.5009093905714269,,1.1506099484228205,-1.272982243863698,,Female
39,-0.3294137519130651,-0.4085609591074963,1.9612817939483493,-0.837831817333543,2.9038006993994414,-1.2376414205396336,Female
