,Control,Group1,Group2,Group3,Group4,Group5,Gender
0,1.331586504129518,,-0.13019960704945843,-1.71059274004573,4.0734356276350265,-2.7706671466522286,Male
1,0.7152789743984055,-0.28607299681629417,-1.2846113179788825,-0.24443569933543896,2.1058357411630624,,Male
2,-1.5454002921112682,-0.4845651322211443,-0.3607459418489595,-1.0427051563331955,2.2325275820461394,-2.88552133074804,Male
3,-0.008383849928522256,-2.653318559261479,-2.303921072577769,,1.9033188731066144,-2.631551829698327,Male
4,,,0.14995739540976283,0.3468996304558678,,,Male
5,-0.7200855607188968,-0.31963136376429824,-2.1379067787474813,-0.4658641897005956,2.193368509967381,-1.7050408476255128,Male
6,0.2655115856921195,-0.53662936223473,-0.5980583604071651,0.3519858217273848,-0.0063804760549510675,,Male
7,0.10854852571496944,0.3154026684256969,-0.7234131086956288,-0.13699070382582135,2.2821574301564542,-2.2012882717764133,Male
8,,,-1.4101673171123887,0.48048365944075466,,-2.7759233532881606,Male
9,,-1.0656029804488336,,-2.043579208533676,3.4495226646606216,-2.6521416638897706,Male
10,,-0.886239669955473,-1.2010083579457813,-1.7871911029466907,1.7510160712184282,-2.852709821217685,Male
11,1.203037373812212,-0.4757334926833952,-0.13072844500367986,-2.259808023314211,2.0195955975283146,-3.26080967400986,Male
12,-0.9650656705167633,0.6896823102014212,,-0.43535529271411055,0.5624522441613793,-3.5062908964311115,Male
13,1.028274077982704,0.5611921760332811,-1.818354239631652,-1.2415283298807045,2.8583992519392734,,Male
14,0.2286301301246597,-1.3055485097805806,0.7391709328985442,-0.08446137313546442,1.7589717428468115,-2.5851543334114417,Male
15,,-1.1194752615996189,-0.7253352262077601,-0.6808511552588059,,-3.4401134874546937,Male
16,-1.1366022118310442,0.7368373912295207,0.4093300384377355,-0.8708987977881613,3.0839042645786687,-2.8803610621633218,Male
17,0.1351368784486355,1.5746340731042836,-1.517054585245306,1.1521808893859706,3.0397468417468803,-4.174986526998104,Male
18,1.4845370018365822,-0.03107508846786004,-1.6327156459139363,-0.3919134210988431,1.682584190736189,-3.5004971398029214,Male
19,-1.079804885785276,-0.6834466274652374,,-1.0249737279815827,-0.5286273211761006,,Male
20,-1.977728280657907,,-0.10131313476040427,-1.9823628597677234,0.4334056495105325,-2.9355462126976812,Female
21,-1.7433722958989073,-0.309576637220662,-0.4643392613832039,0.19250319451083997,3.117628836849953,-2.278862159693192,Female
22,0.266070164000551,0.7257522247990231,0.03757567480223434,-0.04537146694994709,3.348940029354882,-3.089353441386288,Female
23,2.384967330711097,1.5490716333717869,-0.07585277342877572,-2.0853836687460605,,-2.164816039077998,Female
24,1.1236912534094234,0.6300798224934151,-1.7575456737561255,-1.1434134105811617,1.265793789518445,-3.256261473886667,Female
25,1.6726222133078277,0.07349323700188944,-2.8165189179362606,-0.7603442397101313,,-1.6353529975045586,Female
26,0.09914921583524362,0.7322713538852552,-2.284941948934565,-2.637295489197057,,,Female
27,1.3979963770935753,-0.6425753924333545,,-1.2763365945039165,3.166898465087924,-4.0462563455514635,Female
28,-0.2712479879657808,-0.17809317531243007,-2.8217203835708387,0.4010363421730485,,-4.09888026566288,Female
29,0.6132041848596391,,-1.2506162187050354,-2.613310041247308,1.994461911235445,-3.9471560118166433,Female
30,-0.26731718867356863,-0.20437531566217204,-1.1315897593537994,-0.507330245485626,0.19683123673483394,-1.6696931717223265,Female
31,-0.5493090141054789,,,0.8945401407815783,1.721707331460266,-1.899840751244243,Female
32,0.1327082957599512,-0.18577532395900828,-0.38820949012368644,-1.6191817803106505,3.7729817221539212,,Female
33,-0.4761420149273371,-0.38053641675867705,-0.9875442410929411,-1.4519544592367613,0.7753758564560171,-1.7562180853930516,Female
34,,0.0889776353222905,-0.8570895166313233,,1.3718059476004036,-3.1668727349323422,Female
35,,0.06367166142477786,-0.5299333639354957,-0.48387322285035606,1.8002632408505899,-2.640403404540331,Female
36,,,-1.6003892759641138,-0.6009607515876083,1.5652749876476206,-2.9996119345049803,Female
37,-0.337632337085531,1.4027711194838541,-1.3170417261461507,-2.5110471932559135,-0.41343193115165766,-2.6400231226830773,Female
38,,,,-1.7622360476530048,1.3312323727860105,,Female
39,-0.7319695020012079,1.2956185848026505,-1.2811308036621407,-0.8969322923513872,1.2451448533555634,-4.504441084897855,Female
